id,loan_limit,gender,approv_in_adv,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,defaulted,dtir1,credit_score_band
164249,CF,MALE,NOPRE,L1,NOPC,NOB/C,206500,3.99,0.39,206500,360,NOT_NEG,NOT_INT,NOT_LPSM,328000,SB,PR,HOME,5640,CIB,802,CIB,55-64,TO_INST,62.96,SOUTH,1,49,800-849
63788,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,366500,3.63,0.11,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,518000,SB,PR,HOME,4560,CIB,865,CIB,25-34,TO_INST,70.75,SOUTH,0,47,850-900
75128,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,156500,3.63,0.83,156500,180,NOT_NEG,NOT_INT,NOT_LPSM,228000,SB,PR,HOME,4980,CRIF,661,CIB,55-64,TO_INST,68.64,SOUTH,0,21,650-699
147103,CF,MALE,NOPRE,L1,NOPC,NOB/C,186500,3.99,1.05,186500,180,NOT_NEG,NOT_INT,NOT_LPSM,198000,SB,PR,HOME,3840,EXP,520,CIB,25-34,TO_INST,94.19,NORTH,0,47,500-549
138579,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,396500,3.75,0.07,396500,360,NOT_NEG,NOT_INT,NOT_LPSM,518000,SB,PR,HOME,7800,CRIF,807,CIB,35-44,NOT_INST,76.54,NORTH,0,24,800-849
142011,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,506500,3.38,0.64,506500,360,NOT_NEG,NOT_INT,NOT_LPSM,538000,SB,PR,HOME,5760,CRIF,829,EXP,35-44,NOT_INST,94.14,SOUTH,0,39,800-849
104193,CF,MALE,NOPRE,L1,NOPC,NOB/C,466500,4.13,0.28,466500,288,NOT_NEG,NOT_INT,NOT_LPSM,508000,SB,PR,HOME,6960,CRIF,777,CIB,45-54,NOT_INST,91.83,NORTH,0,38,750-799
141276,CF,FEMALE,PRE,L1,NOPC,NOB/C,396500,3.25,-0.32,396500,360,NOT_NEG,NOT_INT,NOT_LPSM,1628000,SB,PR,HOME,9300,EXP,662,CIB,55-64,NOT_INST,24.36,SOUTH,0,30,650-699
117178,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,356500,3.75,0.06,356500,360,NOT_NEG,NOT_INT,NOT_LPSM,618000,SB,PR,HOME,6720,CRIF,612,EXP,65-74,NOT_INST,57.69,NORTH,0,37,600-649
156776,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,166500,3.50,0.19,166500,180,NOT_NEG,NOT_INT,NOT_LPSM,258000,SB,PR,HOME,9180,CRIF,750,CIB,45-54,TO_INST,64.53,NORTH,0,10,750-799
166010,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,106500,3.99,1.22,106500,180,NOT_NEG,INT_ONLY,NOT_LPSM,258000,SB,IR,HOME,2220,CRIF,889,CIB,25-34,TO_INST,41.28,SOUTH,0,38,850-900
38537,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,696500,3.63,0.43,696500,240,NOT_NEG,NOT_INT,NOT_LPSM,1658000,SB,PR,HOME,14100,CRIF,661,EXP,45-54,NOT_INST,42.01,NORTH,0,40,650-699
68011,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,226500,3.99,0.39,226500,360,NOT_NEG,NOT_INT,NOT_LPSM,338000,SB,PR,HOME,3780,EXP,730,CIB,45-54,TO_INST,67.01,NORTH,1,46,700-749
161487,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,266500,3.99,-0.17,266500,360,NOT_NEG,NOT_INT,NOT_LPSM,328000,SB,PR,HOME,3960,CIB,833,EXP,25-34,TO_INST,81.25,NORTH,0,45,800-849
145168,CF,MALE,NOPRE,L1,NOPC,NOB/C,316500,3.63,-0.15,316500,360,NOT_NEG,NOT_INT,NOT_LPSM,388000,SB,PR,HOME,3000,EXP,533,CIB,45-54,NOT_INST,81.57,SOUTH,0,47,500-549
31407,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,606500,3.75,0.01,606500,360,NEG_AMM,NOT_INT,NOT_LPSM,858000,SB,PR,HOME,15420,CIB,805,EXP,45-54,NOT_INST,70.69,NORTH,0,41,800-849
98260,CF,MALE,NOPRE,L1,NOPC,NOB/C,306500,4.18,-0.20,306500,360,NOT_NEG,NOT_INT,NOT_LPSM,508000,SB,PR,HOME,3360,CRIF,741,CIB,25-34,NOT_INST,60.33,SOUTH,0,48,700-749
166249,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,306500,3.99,0.39,306500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,IR,HOME,6660,EQUI,599,EXP,55-64,TO_INST,75.15,NORTH,1,39,550-599
118130,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,636500,3.99,0.44,636500,360,NOT_NEG,NOT_INT,NOT_LPSM,778000,SB,PR,HOME,8400,CRIF,762,EXP,25-34,NOT_INST,81.81,SOUTH,0,44,750-799
71129,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,586500,4.13,0.78,586500,360,NEG_AMM,NOT_INT,NOT_LPSM,598000,SB,PR,HOME,9000,EXP,873,EXP,35-44,NOT_INST,98.08,NORTH,0,41,850-900
57439,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,266500,3.99,0.39,266500,360,NOT_NEG,NOT_INT,NOT_LPSM,568000,SB,PR,HOME,3960,EXP,705,EXP,>74,TO_INST,46.92,NORTH,1,59,700-749
70519,CF,MALE,NOPRE,L1,NOPC,NOB/C,426500,2.75,-0.89,426500,360,NOT_NEG,NOT_INT,NOT_LPSM,848000,SB,PR,HOME,5760,CRIF,793,CIB,55-64,NOT_INST,50.29,NORTH,0,39,750-799
80335,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,126500,3.99,0.39,126500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,4200,EQUI,598,EXP,>74,TO_INST,75.15,SOUTH,1,39,550-599
95654,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,426500,3.38,-0.34,426500,360,NOT_NEG,NOT_INT,NOT_LPSM,478000,SB,PR,HOME,6360,EXP,880,EXP,45-54,NOT_INST,89.23,NORTH,0,60,850-900
119860,CF,MALE,PRE,L1,NOPC,NOB/C,136500,3.99,0.39,136500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,3120,EQUI,608,EXP,65-74,TO_INST,75.15,NORTH,1,39,600-649
43709,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,426500,3.50,-0.06,426500,360,NOT_NEG,NOT_INT,NOT_LPSM,508000,SB,PR,HOME,8160,EXP,709,EXP,25-34,NOT_INST,83.96,CENTRAL,0,31,700-749
148173,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,266500,3.88,0.08,266500,300,NOT_NEG,NOT_INT,NOT_LPSM,358000,SB,PR,HOME,6900,CRIF,751,EXP,35-44,TO_INST,74.44,NORTH,0,20,750-799
108822,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,216500,3.63,0.79,216500,240,NOT_NEG,NOT_INT,LPSM,348000,SB,PR,HOME,2760,EXP,824,EXP,65-74,TO_INST,62.21,SOUTH,0,43,800-849
118338,CF,MALE,NOPRE,L1,NOPC,NOB/C,106500,3.99,0.58,106500,360,NOT_NEG,NOT_INT,NOT_LPSM,208000,SB,PR,HOME,1140,EXP,571,CIB,55-64,TO_INST,51.20,NORTH,0,39,550-599
46228,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,76500,4.75,1.34,76500,156,NEG_AMM,NOT_INT,NOT_LPSM,178000,SB,PR,HOME,1560,EXP,657,CIB,65-74,TO_INST,42.98,SOUTH,0,45,650-699
59576,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,526500,3.99,0.39,526500,360,NOT_NEG,NOT_INT,NOT_LPSM,748000,SB,SR,HOME,10080,CIB,682,EXP,65-74,TO_INST,70.39,SOUTH,1,36,650-699
30400,CF,MALE,NOPRE,L1,NOPC,NOB/C,406500,3.99,-0.01,406500,360,NOT_NEG,NOT_INT,NOT_LPSM,578000,SB,PR,HOME,6420,CRIF,768,CIB,55-64,NOT_INST,70.33,NORTH,0,38,750-799
103892,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,396500,3.99,0.47,396500,180,NOT_NEG,NOT_INT,NOT_LPSM,498000,SB,PR,HOME,8580,CIB,814,CIB,35-44,TO_INST,79.62,SOUTH,0,45,800-849
114697,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,436500,4.50,1.18,436500,360,NEG_AMM,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,6120,CRIF,689,CIB,25-34,TO_INST,95.31,SOUTH,0,43,650-699
61823,CF,FEMALE,NOPRE,L2,NOPC,NOB/C,116500,3.99,0.39,116500,96,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,3000,EQUI,886,EXP,65-74,TO_INST,75.15,NORTH,1,39,850-900
80510,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,206500,3.50,0.19,206500,180,NOT_NEG,NOT_INT,NOT_LPSM,398000,SB,PR,HOME,10140,CRIF,573,EXP,45-54,TO_INST,51.88,NORTH,0,27,550-599
78133,CF,MALE,PRE,L1,NOPC,NOB/C,566500,3.99,0.39,566500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,8820,EQUI,695,EXP,45-54,NOT_INST,75.15,NORTH,1,39,650-699
77011,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,496500,3.88,-0.33,496500,360,NOT_NEG,NOT_INT,NOT_LPSM,958000,SB,PR,HOME,10560,CRIF,558,EXP,45-54,NOT_INST,51.83,SOUTH,0,26,550-599
80041,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,166500,3.38,0.48,166500,180,NOT_NEG,NOT_INT,NOT_LPSM,208000,SB,PR,HOME,5340,EXP,773,EXP,35-44,TO_INST,80.05,SOUTH,0,39,750-799
91657,CF,MALE,NOPRE,L1,NOPC,NOB/C,476500,3.75,0.19,476500,336,NEG_AMM,NOT_INT,NOT_LPSM,748000,SB,PR,HOME,5940,CRIF,660,CIB,45-54,TO_INST,63.70,NORTH,0,38,650-699
44274,CF,MALE,NOPRE,L1,NOPC,NOB/C,486500,4.75,0.16,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,638000,SB,PR,HOME,6180,CRIF,518,CIB,25-34,NOT_INST,76.25,NORTH,0,44,500-549
87492,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,486500,4.00,0.25,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,1148000,SB,PR,HOME,8580,EXP,755,EXP,45-54,NOT_INST,42.38,SOUTH,0,32,750-799
168646,CF,MALE,NOPRE,L1,NOPC,NOB/C,106500,3.63,0.67,106500,180,NOT_NEG,NOT_INT,LPSM,128000,SB,PR,HOME,3480,CRIF,681,CIB,65-74,TO_INST,83.20,CENTRAL,0,48,650-699
77270,CF,MALE,NOPRE,L1,NOPC,NOB/C,206500,4.13,0.71,206500,240,NOT_NEG,NOT_INT,NOT_LPSM,578000,SB,PR,HOME,5400,CRIF,758,CIB,45-54,NOT_INST,35.73,NORTH,0,29,750-799
122191,CF,MALE,NOPRE,L1,NOPC,NOB/C,316500,2.75,0.23,316500,180,NOT_NEG,NOT_INT,NOT_LPSM,448000,SB,PR,HOME,8640,CRIF,530,CIB,45-54,TO_INST,70.65,NORTH,0,24,500-549
95832,CF,MALE,NOPRE,L1,NOPC,NOB/C,686500,3.38,-0.33,686500,360,NOT_NEG,NOT_INT,NOT_LPSM,858000,SB,PR,HOME,8220,CRIF,578,CIB,35-44,NOT_INST,80.01,SOUTH,0,39,550-599
26873,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,566500,3.99,0.39,566500,360,NOT_NEG,NOT_INT,NOT_LPSM,798000,SB,PR,HOME,11280,CIB,724,CIB,35-44,TO_INST,70.99,SOUTH,1,30,700-749
74084,CF,MALE,NOPRE,L1,NOPC,NOB/C,166500,4.63,0.20,166500,360,NOT_NEG,NOT_INT,NOT_LPSM,338000,SB,PR,HOME,3480,CIB,841,CIB,65-74,TO_INST,49.26,NORTH,0,30,800-849
95279,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,476500,4.25,0.17,476500,360,NOT_NEG,NOT_INT,NOT_LPSM,488000,SB,PR,HOME,7080,CRIF,889,EXP,35-44,NOT_INST,97.64,NORTH,0,31,850-900
132272,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,206500,4.99,0.82,206500,360,NOT_NEG,NOT_INT,NOT_LPSM,648000,SB,PR,HOME,3000,CIB,776,CIB,65-74,TO_INST,31.87,NORTH,0,46,750-799
138350,CF,MALE,NOPRE,L1,NOPC,NOB/C,396500,3.63,-0.15,396500,360,NOT_NEG,NOT_INT,NOT_LPSM,528000,SB,PR,HOME,6900,CIB,807,CIB,35-44,NOT_INST,75.09,SOUTH,0,34,800-849
39120,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,266500,3.99,0.39,266500,360,NOT_NEG,NOT_INT,NOT_LPSM,308000,SB,PR,HOME,5760,CRIF,742,CIB,55-64,TO_INST,86.53,SOUTH,1,39,700-749
167647,CF,MALE,NOPRE,L1,NOPC,NOB/C,316500,4.25,0.97,316500,360,NOT_NEG,NOT_INT,NOT_LPSM,328000,SB,PR,HOME,5400,CIB,523,CIB,35-44,NOT_INST,96.49,NORTH,0,29,500-549
121548,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,356500,4.88,1.36,356500,360,NOT_NEG,NOT_INT,NOT_LPSM,948000,SB,IR,HOME,13560,EXP,675,EXP,55-64,NOT_INST,37.61,SOUTH,0,14,650-699
125476,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,506500,3.69,0.07,506500,300,NOT_NEG,NOT_INT,NOT_LPSM,728000,SB,PR,HOME,7260,CIB,527,EXP,45-54,NOT_INST,69.57,SOUTH,0,36,500-549
25726,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,486500,3.63,-0.25,486500,360,NEG_AMM,NOT_INT,NOT_LPSM,938000,SB,PR,HOME,5760,CIB,771,EXP,45-54,NOT_INST,51.87,NORTH,0,5,750-799
85662,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,516500,3.99,0.39,516500,360,NOT_NEG,NOT_INT,NOT_LPSM,688000,SB,PR,HOME,4500,EXP,640,CIB,55-64,NOT_INST,75.07,NORTH,1,48,600-649
40587,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,416500,2.99,-0.71,416500,360,NOT_NEG,NOT_INT,NOT_LPSM,568000,SB,PR,HOME,5760,CRIF,663,EXP,>74,TO_INST,73.33,SOUTH,0,39,650-699
173220,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,226500,4.38,0.77,226500,360,NOT_NEG,INT_ONLY,NOT_LPSM,308000,SB,PR,HOME,4920,CRIF,517,EXP,65-74,TO_INST,73.54,SOUTH,0,44,500-549
29365,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,266500,4.25,0.71,266500,180,NOT_NEG,NOT_INT,NOT_LPSM,368000,SB,PR,HOME,8700,CRIF,769,EXP,35-44,TO_INST,72.42,SOUTH,0,23,750-799
87002,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,586500,4.63,0.50,586500,360,NOT_NEG,NOT_INT,NOT_LPSM,738000,SB,PR,HOME,6960,CIB,862,EXP,25-34,NOT_INST,79.47,NORTH,0,47,850-900
46746,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,536500,4.38,0.19,536500,360,NOT_NEG,INT_ONLY,NOT_LPSM,718000,SB,PR,HOME,11700,CRIF,895,EXP,45-54,TO_INST,74.72,SOUTH,0,37,850-900
41446,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,336500,3.99,0.39,336500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,IR,HOME,3840,EQUI,700,EXP,>74,TO_INST,75.15,NORTH,1,39,700-749
162728,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,616500,3.50,-0.07,616500,360,NOT_NEG,NOT_INT,NOT_LPSM,728000,SB,PR,HOME,7200,CIB,659,EXP,55-64,NOT_INST,84.68,NORTH,0,48,650-699
106077,NCF,MALE,PRE,L1,NOPC,NOB/C,216500,4.00,-0.05,216500,360,NOT_NEG,NOT_INT,NOT_LPSM,288000,SB,PR,HOME,5100,EXP,655,CIB,55-64,NOT_INST,75.17,SOUTH,0,43,650-699
70110,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,206500,3.99,0.39,206500,180,NOT_NEG,NOT_INT,NOT_LPSM,278000,SB,PR,HOME,3780,CRIF,702,CIB,55-64,TO_INST,74.28,SOUTH,1,37,700-749
40421,CF,UNKNOWN,PRE,L1,NOPC,B/C,186500,3.99,0.39,186500,360,NOT_NEG,NOT_INT,NOT_LPSM,218000,SB,PR,HOME,4680,CRIF,739,EXP,35-44,TO_INST,85.55,SOUTH,1,23,700-749
135883,CF,FEMALE,PRE,L1,NOPC,NOB/C,106500,4.75,1.36,106500,360,NOT_NEG,NOT_INT,NOT_LPSM,118000,SB,PR,HOME,3240,CIB,680,CIB,45-54,TO_INST,90.25,NORTH,0,36,650-699
53491,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,146500,3.99,0.39,146500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,1740,EQUI,574,EXP,45-54,TO_INST,75.15,NORTH,1,39,550-599
109905,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,596500,3.50,-0.11,596500,360,NOT_NEG,NOT_INT,NOT_LPSM,1158000,SB,PR,HOME,11280,EXP,587,EXP,35-44,NOT_INST,51.51,NORTH,0,46,550-599
145357,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,296500,3.99,0.35,296500,324,NOT_NEG,NOT_INT,NOT_LPSM,338000,SB,SR,HOME,9660,CIB,551,CIB,55-64,TO_INST,87.72,SOUTH,0,35,550-599
164389,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,186500,3.99,0.18,186500,360,NEG_AMM,NOT_INT,NOT_LPSM,248000,SB,PR,HOME,4560,EXP,758,EXP,65-74,TO_INST,75.20,NORTH,0,46,750-799
54273,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,156500,3.25,0.64,156500,180,NOT_NEG,NOT_INT,NOT_LPSM,258000,SB,PR,HOME,3060,CRIF,729,CIB,55-64,TO_INST,60.66,NORTH,0,37,700-749
64094,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,526500,3.99,0.39,526500,360,NOT_NEG,NOT_INT,NOT_LPSM,628000,SB,PR,HOME,6420,CIB,875,CIB,35-44,NOT_INST,83.84,NORTH,0,42,850-900
71958,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,506500,3.50,-0.29,506500,360,NOT_NEG,NOT_INT,NOT_LPSM,598000,SB,PR,HOME,10260,EXP,785,EXP,45-54,TO_INST,84.70,NORTH,0,33,750-799
35752,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,296500,3.99,0.39,296500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,5760,EQUI,596,EXP,35-44,TO_INST,75.15,NORTH,1,39,550-599
134958,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,566500,3.38,-0.04,566500,360,NOT_NEG,NOT_INT,NOT_LPSM,958000,SB,PR,HOME,7140,CRIF,733,EXP,45-54,NOT_INST,59.13,SOUTH,0,38,700-749
162094,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,216500,4.88,1.24,216500,360,NOT_NEG,NOT_INT,NOT_LPSM,288000,SB,PR,HOME,7560,CIB,844,EXP,25-34,TO_INST,75.17,SOUTH,0,29,800-849
102604,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,346500,3.99,0.27,346500,360,NOT_NEG,NOT_INT,NOT_LPSM,578000,SB,PR,HOME,3720,CRIF,898,EXP,55-64,NOT_INST,59.95,NORTH,0,43,850-900
133651,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,96500,4.25,0.94,96500,180,NOT_NEG,NOT_INT,NOT_LPSM,158000,SB,PR,HOME,2100,CIB,733,CIB,55-64,TO_INST,61.08,NORTH,0,38,700-749
132926,CF,MALE,NOPRE,L1,NOPC,NOB/C,126500,3.99,0.39,126500,360,NOT_NEG,NOT_INT,NOT_LPSM,508000,SB,PR,HOME,10860,CRIF,554,CIB,55-64,TO_INST,24.90,NORTH,1,15,550-599
66125,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,426500,4.13,0.66,426500,360,NOT_NEG,NOT_INT,NOT_LPSM,528000,SB,PR,HOME,6840,CIB,613,EXP,45-54,TO_INST,80.78,SOUTH,0,35,600-649
56942,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,566500,4.56,1.03,566500,360,NOT_NEG,NOT_INT,NOT_LPSM,858000,SB,PR,HOME,9120,CIB,874,EXP,45-54,NOT_INST,66.03,SOUTH,0,38,850-900
138547,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,456500,4.38,0.74,456500,360,NEG_AMM,NOT_INT,NOT_LPSM,508000,SB,PR,HOME,7980,EXP,827,EXP,35-44,TO_INST,89.86,SOUTH,0,37,800-849
68801,CF,UNKNOWN,NOPRE,L2,NOPC,NOB/C,346500,3.99,0.39,346500,300,NOT_NEG,INT_ONLY,NOT_LPSM,418000,SB,PR,HOME,12780,EQUI,677,EXP,35-44,NOT_INST,75.15,NORTH,1,39,650-699
88079,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,226500,4.13,0.90,226500,312,NOT_NEG,NOT_INT,NOT_LPSM,258000,SB,PR,HOME,4980,CRIF,572,EXP,25-34,TO_INST,87.79,SOUTH,0,45,550-599
158792,NCF,MALE,PRE,L1,NOPC,NOB/C,496500,3.99,0.39,496500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,8700,EQUI,843,EXP,35-44,NOT_INST,75.15,NORTH,1,39,800-849
83474,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,206500,4.25,0.63,206500,360,NOT_NEG,NOT_INT,NOT_LPSM,248000,SB,PR,HOME,5760,CIB,715,CIB,45-54,TO_INST,83.27,SOUTH,0,39,700-749
131611,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,286500,3.88,0.03,286500,360,NOT_NEG,NOT_INT,NOT_LPSM,388000,SB,PR,HOME,4620,CIB,653,CIB,55-64,TO_INST,73.84,SOUTH,0,57,650-699
97800,CF,MALE,NOPRE,L1,NOPC,NOB/C,156500,2.75,-0.88,156500,360,NOT_NEG,NOT_INT,NOT_LPSM,188000,SB,PR,HOME,5760,EXP,720,CIB,45-54,NOT_INST,83.24,CENTRAL,0,39,700-749
106105,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,216500,3.99,0.39,216500,360,NOT_NEG,NOT_INT,NOT_LPSM,428000,SB,IR,HOME,9840,EXP,811,CIB,55-64,TO_INST,50.58,SOUTH,1,47,800-849
77654,CF,MALE,NOPRE,L1,NOPC,NOB/C,266500,3.50,0.08,266500,324,NOT_NEG,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,5580,EXP,824,CIB,45-54,TO_INST,58.19,NORTH,0,39,800-849
92968,CF,FEMALE,NOPRE,L1,NOPC,B/C,186500,4.13,1.50,186500,360,NOT_NEG,NOT_INT,NOT_LPSM,188000,SB,PR,HOME,5760,EXP,662,CIB,35-44,TO_INST,99.20,SOUTH,0,39,650-699
93410,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,466500,4.38,0.46,466500,360,NOT_NEG,NOT_INT,NOT_LPSM,648000,SB,PR,HOME,7560,CRIF,716,EXP,35-44,TO_INST,71.99,SOUTH,0,42,700-749
28694,NCF,FEMALE,PRE,L1,NOPC,NOB/C,256500,4.25,0.29,256500,360,NOT_NEG,NOT_INT,NOT_LPSM,268000,SB,PR,HOME,4320,CRIF,573,CIB,25-34,NOT_INST,95.71,NORTH,0,38,550-599
170491,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,216500,2.75,0.00,216500,180,NOT_NEG,NOT_INT,NOT_LPSM,348000,SB,PR,HOME,4920,CRIF,714,EXP,45-54,TO_INST,62.21,NORTH,0,33,700-749
44940,CF,MALE,NOPRE,L1,NOPC,NOB/C,116500,4.13,0.29,116500,360,NOT_NEG,NOT_INT,NOT_LPSM,168000,SB,PR,HOME,3300,CIB,834,CIB,55-64,TO_INST,69.35,SOUTH,0,53,800-849
73826,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,136500,3.99,0.39,136500,360,NOT_NEG,NOT_INT,LPSM,148000,SB,PR,HOME,5760,EXP,556,EXP,55-64,TO_INST,92.23,SOUTH,1,39,550-599
121222,CF,MALE,PRE,L1,NOPC,NOB/C,136500,4.75,0.53,136500,360,NOT_NEG,NOT_INT,NOT_LPSM,408000,SB,PR,HOME,7560,CRIF,594,CIB,55-64,TO_INST,33.46,NORTH,0,9,550-599
164486,CF,MALE,NOPRE,L1,NOPC,NOB/C,206500,3.88,0.39,206500,180,NOT_NEG,NOT_INT,NOT_LPSM,308000,SB,PR,HOME,3600,CIB,640,CIB,45-54,TO_INST,67.05,NORTH,0,40,600-649
79515,CF,MALE,NOPRE,L1,NOPC,NOB/C,416500,3.63,0.43,416500,240,NEG_AMM,NOT_INT,NOT_LPSM,618000,SB,PR,HOME,8220,CRIF,678,CIB,45-54,TO_INST,67.39,NORTH,0,37,650-699
167390,CF,UNKNOWN,NOPRE,L2,NOPC,NOB/C,236500,3.99,0.39,236500,300,NOT_NEG,NOT_INT,NOT_LPSM,268000,SB,PR,HOME,3600,EXP,734,EXP,35-44,TO_INST,88.25,SOUTH,1,45,700-749
133463,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,316500,3.88,0.40,316500,360,NOT_NEG,NOT_INT,NOT_LPSM,468000,SB,PR,HOME,6960,CRIF,703,EXP,45-54,TO_INST,67.63,NORTH,0,40,700-749
54862,CF,MALE,NOPRE,L1,NOPC,NOB/C,116500,3.99,0.39,116500,360,NOT_NEG,NOT_INT,NOT_LPSM,108000,SB,PR,HOME,1680,EXP,580,CIB,<25,TO_INST,107.87,NORTH,1,48,550-599
152383,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,246500,3.99,0.55,246500,360,NOT_NEG,NOT_INT,NOT_LPSM,328000,SB,PR,HOME,6060,EXP,710,EXP,35-44,TO_INST,75.15,NORTH,0,47,700-749
102328,CF,MALE,NOPRE,L2,NOPC,NOB/C,276500,4.13,0.11,276500,360,NOT_NEG,NOT_INT,NOT_LPSM,398000,SB,PR,HOME,4620,CIB,689,CIB,35-44,NOT_INST,69.47,NORTH,0,46,650-699
144591,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,556500,3.63,0.04,556500,360,NOT_NEG,NOT_INT,NOT_LPSM,938000,SB,PR,HOME,5160,EXP,507,CIB,45-54,NOT_INST,59.33,NORTH,0,49,500-549
145886,CF,MALE,PRE,L1,NOPC,NOB/C,706500,4.50,0.41,706500,360,NOT_NEG,NOT_INT,NOT_LPSM,788000,SB,PR,HOME,8880,CRIF,633,CIB,25-34,TO_INST,89.66,SOUTH,0,42,600-649
85122,CF,MALE,NOPRE,L2,NOPC,NOB/C,146500,4.38,0.85,146500,180,NOT_NEG,NOT_INT,NOT_LPSM,208000,SB,PR,HOME,3840,EXP,537,CIB,55-64,TO_INST,70.43,NORTH,0,44,500-549
