id,loan_limit,gender,approv_in_adv,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,status,dtir1
144669,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,716500,4.75,0.3135,716500,360,NOT_NEG,NOT_INT,NOT_LPSM,2258000,SB,IR,HOME,11280,CRIF,549,EXP,45-54,NOT_INST,31.73,SOUTH,0,38
129364,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,196500,4.5,1.2451,196500,360,NOT_NEG,NOT_INT,NOT_LPSM,218000,SB,PR,HOME,4380,EXP,839,CIB,35-44,TO_INST,90.14,SOUTH,0,22
150490,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,486500,3.99,0.3904,486500,360,NOT_NEG,NOT_INT,LPSM,658000,SB,PR,HOME,8700,CIB,546,EXP,45-54,TO_INST,73.94,NORTH,1,45
67257,CF,FEMALE,NOPRE,L1,NOPC,B/C,126500,4.125,1.523,126500,180,NOT_NEG,NOT_INT,NOT_LPSM,168000,SB,PR,HOME,1800,CRIF,730,CIB,55-64,TO_INST,75.30,NORTH,0,59
57303,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,416500,3.625,0.0072,416500,360,NOT_NEG,NOT_INT,NOT_LPSM,518000,SB,PR,HOME,13800,CRIF,765,CIB,55-64,TO_INST,80.41,SOUTH,0,25
154581,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,436500,3.99,0.3904,436500,360,NOT_NEG,NOT_INT,NOT_LPSM,588000,SB,IR,HOME,5760,EXP,746,CIB,45-54,TO_INST,74.23,SOUTH,1,35
27580,CF,MALE,NOPRE,L1,NOPC,NOB/C,436500,3.99,0.3904,436500,360,NOT_NEG,NOT_INT,LPSM,1008000,SB,PR,HOME,360,CIB,633,CIB,65-74,TO_INST,43.30,SOUTH,1,46
104736,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,276500,4,-0.1901,276500,360,NOT_NEG,NOT_INT,NOT_LPSM,758000,SB,PR,HOME,5160,CRIF,507,EXP,65-74,NOT_INST,36.48,NORTH,0,47
85843,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,126500,3.75,0.8333,126500,120,NOT_NEG,NOT_INT,NOT_LPSM,378000,SB,PR,HOME,8700,CRIF,551,EXP,55-64,TO_INST,33.47,SOUTH,0,14
87106,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,296500,4.125,0.09,296500,360,NOT_NEG,NOT_INT,NOT_LPSM,298000,SB,PR,HOME,5760,CIB,675,EXP,>74,TO_INST,99.50,NORTH,0,39
68914,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,486500,4.5,0.9675,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,628000,SB,PR,HOME,14040,CRIF,592,EXP,45-54,TO_INST,77.47,NORTH,0,41
73653,CF,MALE,NOPRE,L1,NOPC,NOB/C,216500,3.375,-0.2596,216500,360,NOT_NEG,NOT_INT,NOT_LPSM,238000,SB,PR,HOME,5760,EXP,578,CIB,35-44,TO_INST,90.97,NORTH,0,39
31986,CF,MALE,NOPRE,L1,NOPC,NOB/C,566500,5.25,0.5754,566500,360,NOT_NEG,NOT_INT,NOT_LPSM,738000,SB,PR,HOME,7980,CRIF,823,CIB,55-64,NOT_INST,76.76,NORTH,0,32
60212,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,196500,3.99,0.3904,196500,240,NOT_NEG,NOT_INT,LPSM,228000,SB,PR,HOME,6660,CRIF,828,CIB,55-64,TO_INST,86.18,SOUTH,1,30
85228,CF,MALE,NOPRE,L1,NOPC,NOB/C,516500,3.875,0.0998,516500,360,NOT_NEG,NOT_INT,NOT_LPSM,758000,SB,PR,HOME,11460,EXP,587,CIB,45-54,NOT_INST,68.14,NORTH,0,31
49748,CF,FEMALE,PRE,L1,NOPC,NOB/C,256500,4.375,0.6084,256500,360,NOT_NEG,NOT_INT,NOT_LPSM,588000,SB,PR,HOME,3000,CIB,747,CIB,35-44,TO_INST,43.62,NORTH,0,45
154404,CF,MALE,NOPRE,L1,NOPC,B/C,196500,3.875,1.1466,196500,360,NOT_NEG,INT_ONLY,NOT_LPSM,198000,SB,PR,HOME,3300,CRIF,570,CIB,<25,TO_INST,99.24,NORTH,0,38
53251,CF,MALE,NOPRE,L1,NOPC,NOB/C,576500,4.5,0.0987,576500,360,NOT_NEG,INT_ONLY,NOT_LPSM,688000,SB,PR,HOME,8340,CRIF,864,CIB,35-44,NOT_INST,83.79,SOUTH,0,48
107544,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,226500,4.625,1.3489,226500,360,NOT_NEG,NOT_INT,NOT_LPSM,238000,SB,PR,HOME,6120,CRIF,566,CIB,45-54,NOT_INST,95.17,SOUTH,0,30
132900,CF,MALE,PRE,L1,NOPC,NOB/C,436500,3.875,0.737,436500,360,NOT_NEG,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,4440,CRIF,838,CIB,25-34,TO_INST,95.31,SOUTH,0,45
68409,CF,MALE,NOPRE,L1,NOPC,NOB/C,386500,4.25,0.654,386500,360,NOT_NEG,INT_ONLY,NOT_LPSM,458000,SB,PR,HOME,9900,EXP,537,CIB,45-54,TO_INST,84.39,NORTH,0,36
167990,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,426500,3.75,0.5753,426500,180,NOT_NEG,NOT_INT,NOT_LPSM,638000,SB,PR,HOME,7860,CIB,707,CIB,45-54,TO_INST,66.85,SOUTH,0,40
102263,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,286500,4.5,1.3227,286500,240,NOT_NEG,NOT_INT,NOT_LPSM,358000,SB,PR,HOME,5760,CIB,547,EXP,45-54,TO_INST,80.03,SOUTH,0,37
81828,CF,MALE,NOPRE,L1,NOPC,B/C,306500,4.125,0.6394,306500,360,NEG_AMM,NOT_INT,NOT_LPSM,438000,SB,PR,HOME,3540,EXP,542,EXP,45-54,TO_INST,69.98,SOUTH,0,60
73961,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,686500,3.99,0.3904,686500,360,NEG_AMM,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,13320,EQUI,790,EXP,45-54,NOT_INST,75.15,NORTH,1,39
144717,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,486500,4.375,-0.063,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,808000,SB,PR,HOME,6180,CRIF,878,CIB,35-44,NOT_INST,60.21,SOUTH,0,44
56788,CF,MALE,NOPRE,L1,NOPC,B/C,326500,3.99,0.3904,326500,360,NOT_NEG,NOT_INT,NOT_LPSM,338000,SB,PR,HOME,7080,CIB,678,CIB,45-54,TO_INST,96.60,NORTH,1,46
118532,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,296500,5.25,0.8158,296500,360,NOT_NEG,NOT_INT,NOT_LPSM,648000,SB,IR,HOME,5760,EXP,558,EXP,45-54,TO_INST,45.76,SOUTH,0,27
96276,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,376500,3.99,0.3904,376500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,4860,EQUI,614,EXP,35-44,NOT_INST,75.15,SOUTH,1,39
164454,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,406500,3.25,0.2516,406500,360,NOT_NEG,NOT_INT,NOT_LPSM,468000,SB,PR,HOME,3720,EXP,704,CIB,45-54,TO_INST,86.86,SOUTH,0,47
137893,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,346500,3.375,-0.2499,346500,300,NOT_NEG,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,8280,CRIF,623,EXP,35-44,NOT_INST,75.66,SOUTH,0,44
169756,CF,MALE,PRE,L1,NOPC,NOB/C,166500,3.99,0.3904,166500,180,NOT_NEG,NOT_INT,NOT_LPSM,258000,SB,PR,HOME,5820,EXP,684,CIB,35-44,TO_INST,64.53,SOUTH,1,14
122987,CF,MALE,NOPRE,L1,NOPC,NOB/C,456500,2.875,-0.1407,456500,180,NOT_NEG,NOT_INT,NOT_LPSM,668000,SB,PR,HOME,11940,EXP,583,CIB,45-54,NOT_INST,68.34,SOUTH,0,39
158739,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,296500,3.5,-0.2478,296500,360,NOT_NEG,NOT_INT,NOT_LPSM,308000,SB,PR,HOME,5760,EXP,589,CIB,>74,TO_INST,96.27,SOUTH,0,39
87398,CF,MALE,PRE,L1,NOPC,NOB/C,256500,4.5,0.9021,256500,324,NOT_NEG,NOT_INT,NOT_LPSM,428000,SB,PR,HOME,4440,CRIF,618,EXP,35-44,TO_INST,59.93,NORTH,0,43
163588,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,246500,3.99,0.3476,246500,360,NOT_NEG,NOT_INT,NOT_LPSM,368000,SB,PR,HOME,3480,EXP,606,CIB,55-64,NOT_INST,66.98,NORTH,0,42
70280,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,576500,3.75,-0.4027,576500,360,NOT_NEG,NOT_INT,NOT_LPSM,668000,SB,PR,HOME,5760,EXP,858,EXP,45-54,NOT_INST,86.30,NORTH,0,39
136928,CF,MALE,NOPRE,L1,NOPC,NOB/C,226500,3.875,0.3804,226500,360,NOT_NEG,NOT_INT,NOT_LPSM,258000,SB,PR,HOME,3000,CIB,699,CIB,35-44,TO_INST,87.79,NORTH,0,42
92970,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,396500,3.875,0.2517,396500,360,NOT_NEG,NOT_INT,NOT_LPSM,488000,SB,PR,HOME,7620,EXP,609,EXP,35-44,TO_INST,81.25,SOUTH,0,39
47446,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,826500,3.99,0.3904,826500,360,NOT_NEG,NOT_INT,NOT_LPSM,968000,SB,PR,HOME,5760,CRIF,604,CIB,35-44,TO_INST,85.38,SOUTH,1,31
96051,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,106500,3.99,0.3904,106500,360,NOT_NEG,NOT_INT,NOT_LPSM,118000,SB,PR,HOME,3900,CIB,568,CIB,55-64,TO_INST,90.25,SOUTH,1,26
69360,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,166500,4.375,0.3803,166500,360,NOT_NEG,NOT_INT,NOT_LPSM,238000,SB,PR,HOME,3120,EXP,679,EXP,55-64,TO_INST,69.96,NORTH,0,60
66840,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,426500,4.5,0.229,426500,360,NOT_NEG,NOT_INT,NOT_LPSM,578000,SB,IR,HOME,9240,EXP,655,EXP,45-54,NOT_INST,73.79,SOUTH,0,26
118482,CF,FEMALE,PRE,L1,NOPC,NOB/C,56500,4.99,1.1463,56500,300,NOT_NEG,NOT_INT,NOT_LPSM,128000,SB,PR,HOME,840,EXP,821,CIB,65-74,TO_INST,44.14,NORTH,0,42
170438,CF,MALE,NOPRE,L1,NOPC,NOB/C,406500,2.875,-0.8146,406500,360,NOT_NEG,NOT_INT,NOT_LPSM,508000,SB,PR,HOME,5760,EXP,580,CIB,35-44,TO_INST,80.02,NORTH,0,39
112219,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,216500,3.99,0.4488,216500,360,NOT_NEG,NOT_INT,NOT_LPSM,378000,SB,PR,HOME,5160,CIB,722,CIB,35-44,TO_INST,57.28,CENTRAL,0,21
134310,CF,MALE,NOPRE,L1,NOPC,NOB/C,366500,3.75,0.0669,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,5040,CRIF,867,CIB,35-44,NOT_INST,80.02,NORTH,0,40
88670,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,146500,3.25,-0.2977,146500,360,NOT_NEG,NOT_INT,NOT_LPSM,208000,SB,PR,HOME,1860,CIB,707,CIB,55-64,NOT_INST,70.43,NORTH,0,41
129692,CF,MALE,NOPRE,L1,NOPC,NOB/C,566500,4.5,0.112,566500,360,NOT_NEG,NOT_INT,NOT_LPSM,948000,SB,PR,HOME,5340,EXP,869,CIB,55-64,NOT_INST,59.76,NORTH,0,48
46700,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,106500,4.5,1.0744,106500,360,NOT_NEG,NOT_INT,NOT_LPSM,128000,SB,PR,HOME,2640,CIB,761,CIB,25-34,TO_INST,83.20,SOUTH,0,37
77863,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,426500,3.99,0.146,426500,360,NOT_NEG,NOT_INT,NOT_LPSM,468000,SB,PR,HOME,7320,CRIF,527,CIB,45-54,NOT_INST,91.13,NORTH,0,34
91199,CF,MALE,PRE,L1,NOPC,NOB/C,406500,4.375,0.0256,406500,360,NOT_NEG,NOT_INT,NOT_LPSM,548000,SB,IR,HOME,15000,CIB,773,CIB,35-44,NOT_INST,74.18,SOUTH,0,38
142853,CF,MALE,NOPRE,L1,NOPC,B/C,596500,3.875,0.6861,596500,360,NOT_NEG,NOT_INT,NOT_LPSM,748000,SB,PR,HOME,8640,CIB,727,CIB,25-34,NOT_INST,79.75,SOUTH,0,43
65382,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,576500,3.75,0.5168,576500,240,NOT_NEG,NOT_INT,NOT_LPSM,758000,SB,PR,HOME,5760,CIB,808,EXP,35-44,NOT_INST,76.06,NORTH,0,20
160657,CF,MALE,NOPRE,L1,NOPC,NOB/C,306500,3.99,0.7171,306500,240,NOT_NEG,NOT_INT,NOT_LPSM,388000,SB,PR,HOME,8280,CIB,833,CIB,35-44,TO_INST,78.99,NORTH,0,30
141147,CF,MALE,PRE,L1,NOPC,NOB/C,676500,4,0.2237,676500,360,NOT_NEG,NOT_INT,NOT_LPSM,978000,SB,PR,HOME,12060,CRIF,784,CIB,45-54,NOT_INST,69.17,NORTH,0,29
130493,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,336500,4.56,0.6008,336500,360,NOT_NEG,NOT_INT,NOT_LPSM,348000,SB,PR,HOME,3720,EXP,890,CIB,35-44,NOT_INST,96.70,NORTH,0,48
63806,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,986500,3.625,0.0384,986500,360,NOT_NEG,NOT_INT,NOT_LPSM,1078000,SB,PR,HOME,14280,CIB,762,EXP,45-54,NOT_INST,91.51,NORTH,0,46
129397,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,86500,3.99,0.3904,86500,360,NOT_NEG,INT_ONLY,NOT_LPSM,418000,SB,PR,HOME,3660,EQUI,577,EXP,>74,TO_INST,75.15,SOUTH,1,39
87004,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,576500,3.875,-0.284,576500,360,NOT_NEG,NOT_INT,NOT_LPSM,728000,SB,PR,HOME,7740,EXP,794,EXP,35-44,NOT_INST,79.19,NORTH,0,36
48480,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,596500,3.99,0.3904,596500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,5760,EQUI,710,EXP,25-34,NOT_INST,75.15,SOUTH,1,39
49197,CF,MALE,NOPRE,L1,NOPC,NOB/C,446500,3.99,0.3904,446500,360,NOT_NEG,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,11160,CIB,890,CIB,25-34,NOT_INST,97.49,NORTH,1,31
95225,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,366500,4.375,-0.096,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,558000,SB,PR,HOME,3360,EXP,802,CIB,65-74,TO_INST,65.68,SOUTH,0,44
78333,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,286500,3.99,0.3904,286500,360,NOT_NEG,NOT_INT,NOT_LPSM,308000,SB,IR,HOME,8280,CIB,557,EXP,55-64,TO_INST,93.02,CENTRAL,1,39
146545,CF,FEMALE,NOPRE,L1,NOPC,B/C,486500,3.99,0.8625,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,498000,SB,PR,HOME,5760,EXP,770,CIB,45-54,TO_INST,97.69,CENTRAL,0,39
141968,CF,MALE,NOPRE,L1,NOPC,NOB/C,386500,3,-0.5467,386500,360,NOT_NEG,NOT_INT,NOT_LPSM,378000,SB,PR,HOME,5760,EXP,698,CIB,45-54,NOT_INST,102.25,NORTH,0,39
149240,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,596500,3.875,0.13,596500,360,NOT_NEG,NOT_INT,NOT_LPSM,868000,SB,PR,HOME,5940,EXP,766,CIB,45-54,TO_INST,68.72,NORTH,0,49
38159,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,106500,3.99,1.2847,106500,96,NEG_AMM,NOT_INT,NOT_LPSM,158000,SB,PR,HOME,3960,EXP,563,CIB,55-64,TO_INST,67.41,SOUTH,0,29
125582,CF,UNKNOWN,NOPRE,L2,NOPC,NOB/C,386500,3.99,0.3904,386500,300,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,6780,EQUI,815,EXP,45-54,NOT_INST,75.15,SOUTH,1,39
157783,CF,MALE,NOPRE,L1,NOPC,NOB/C,256500,3.99,0.6161,256500,324,NOT_NEG,NOT_INT,NOT_LPSM,408000,SB,PR,HOME,4140,CRIF,797,CIB,55-64,TO_INST,62.87,NORTH,0,20
153116,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,726500,4.375,-0.001,726500,360,NOT_NEG,NOT_INT,NOT_LPSM,908000,SB,PR,HOME,7440,EXP,715,EXP,35-44,NOT_INST,80.01,NORTH,0,47
68279,CF,FEMALE,NOPRE,L1,NOPC,B/C,166500,3.99,0.3904,166500,360,NOT_NEG,NOT_INT,NOT_LPSM,208000,SB,PR,HOME,5760,EXP,774,CIB,55-64,TO_INST,80.05,NORTH,1,39
160974,CF,MALE,PRE,L1,NOPC,NOB/C,146500,4.5,0.9862,146500,360,NOT_NEG,NOT_INT,NOT_LPSM,508000,SB,PR,HOME,4320,CRIF,796,CIB,55-64,TO_INST,28.84,NORTH,0,26
36599,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,116500,4.75,0.8959,116500,360,NOT_NEG,NOT_INT,NOT_LPSM,128000,SB,PR,HOME,3600,CRIF,867,CIB,65-74,TO_INST,91.02,CENTRAL,0,36
51126,CF,MALE,NOPRE,L1,NOPC,NOB/C,626500,5.75,1.428,626500,360,NOT_NEG,NOT_INT,NOT_LPSM,838000,SB,IR,HOME,9900,CIB,855,CIB,25-34,NOT_INST,74.76,CENTRAL,0,45
70749,CF,MALE,NOPRE,L1,NOPC,NOB/C,296500,3.99,0.3904,296500,360,NOT_NEG,NOT_INT,NOT_LPSM,348000,SB,PR,HOME,6960,CIB,853,CIB,45-54,TO_INST,85.20,NORTH,1,36
54174,CF,UNKNOWN,PRE,L1,NOPC,B/C,246500,3.99,0.3904,246500,360,NOT_NEG,NOT_INT,NOT_LPSM,258000,SB,PR,HOME,5220,EXP,765,EXP,>74,NOT_INST,95.54,NORTH,1,49
147083,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,216500,4.625,0.2243,216500,360,NOT_NEG,NOT_INT,NOT_LPSM,278000,SB,PR,HOME,3180,CRIF,859,CIB,>74,TO_INST,77.88,NORTH,0,37
70113,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,256500,3.99,0.3904,256500,360,NOT_NEG,NOT_INT,LPSM,418000,SB,PR,HOME,9360,EQUI,880,EXP,25-34,NOT_INST,75.15,NORTH,1,39
123656,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,226500,3.99,0.8175,226500,360,NOT_NEG,NOT_INT,NOT_LPSM,358000,SB,PR,HOME,5760,CRIF,876,EXP,45-54,NOT_INST,63.27,SOUTH,0,39
61960,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,136500,3.99,1.1555,136500,180,NOT_NEG,NOT_INT,NOT_LPSM,308000,SB,PR,HOME,4740,EXP,861,EXP,45-54,TO_INST,44.32,NORTH,0,28
138358,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,186500,4.125,1.2882,186500,180,NOT_NEG,NOT_INT,NOT_LPSM,238000,SB,PR,HOME,5220,CRIF,506,CIB,35-44,TO_INST,78.36,SOUTH,0,41
120695,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,196500,3.875,0.1418,196500,360,NOT_NEG,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,1800,CRIF,785,CIB,45-54,TO_INST,42.90,SOUTH,0,49
158435,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,346500,4.125,0.4375,346500,360,NEG_AMM,NOT_INT,NOT_LPSM,438000,SB,PR,HOME,5220,CIB,564,EXP,45-54,TO_INST,79.11,SOUTH,0,41
129355,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,136500,4.125,0.7225,136500,180,NOT_NEG,NOT_INT,NOT_LPSM,278000,SB,PR,HOME,2520,CRIF,838,CIB,35-44,TO_INST,49.10,SOUTH,0,43
55402,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,586500,4.5,0.062,586500,360,NOT_NEG,NOT_INT,NOT_LPSM,878000,SB,PR,HOME,6660,CRIF,655,EXP,55-64,NOT_INST,66.80,NORTH,0,44
94626,CF,MALE,NOPRE,L1,NOPC,B/C,136500,4.125,0.8,136500,360,NOT_NEG,NOT_INT,NOT_LPSM,148000,SB,PR,HOME,3240,CIB,720,CIB,25-34,NOT_INST,92.23,NORTH,0,39
74044,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,186500,4.5,1.0125,186500,360,NOT_NEG,NOT_INT,NOT_LPSM,238000,SB,PR,HOME,3060,CRIF,876,CIB,55-64,TO_INST,78.36,SOUTH,0,35
71438,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,436500,3.875,0.2745,436500,360,NOT_NEG,INT_ONLY,NOT_LPSM,568000,SB,PR,HOME,4800,CIB,887,CIB,45-54,TO_INST,76.85,NORTH,0,40
160996,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,276500,3.875,0.1623,276500,360,NOT_NEG,NOT_INT,NOT_LPSM,288000,SB,PR,HOME,5760,EXP,703,EXP,65-74,TO_INST,96.01,SOUTH,0,39
50139,CF,MALE,NOPRE,L1,NOPC,NOB/C,496500,4.5,0.3799,496500,360,NOT_NEG,NOT_INT,NOT_LPSM,538000,SB,PR,HOME,6060,EXP,774,CIB,25-34,NOT_INST,92.29,NORTH,0,34
101566,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,526500,3.75,-0.2309,526500,360,NOT_NEG,NOT_INT,NOT_LPSM,1058000,SB,PR,HOME,5340,EXP,782,CIB,<25,NOT_INST,49.76,SOUTH,0,49
53025,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,146500,3.99,0.482,146500,360,NEG_AMM,NOT_INT,NOT_LPSM,188000,SB,PR,HOME,1620,EXP,730,CIB,65-74,TO_INST,77.93,NORTH,0,44
35152,CF,MALE,NOPRE,L1,NOPC,NOB/C,446500,3.375,-0.1621,446500,360,NOT_NEG,NOT_INT,NOT_LPSM,488000,SB,PR,HOME,5700,CRIF,736,CIB,45-54,NOT_INST,91.50,NORTH,0,37
80206,CF,MALE,NOPRE,L1,NOPC,NOB/C,616500,4.75,0.403,616500,360,NOT_NEG,NOT_INT,NOT_LPSM,1028000,SB,IR,HOME,11520,EXP,598,CIB,25-34,NOT_INST,59.97,SOUTH,0,49
59250,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,56500,4.99,0.8768,56500,360,NOT_NEG,NOT_INT,NOT_LPSM,188000,SB,PR,HOME,1620,EXP,514,CIB,>74,TO_INST,30.05,NORTH,0,48
58241,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,106500,3.875,1.2398,106500,180,NOT_NEG,NOT_INT,NOT_LPSM,148000,SB,PR,HOME,3060,EXP,515,EXP,>74,TO_INST,71.96,NORTH,0,35
55782,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,356500,3.99,0.3904,356500,360,NOT_NEG,NOT_INT,NOT_LPSM,1508000,SB,PR,HOME,6900,EXP,638,CIB,55-64,TO_INST,23.64,SOUTH,1,46
148583,CF,MALE,NOPRE,L1,NOPC,B/C,436500,3.75,0.3404,436500,360,NOT_NEG,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,9420,CIB,793,CIB,25-34,NOT_INST,95.31,NORTH,0,31
166034,CF,MALE,NOPRE,L1,NOPC,NOB/C,616500,3.99,0.5157,616500,360,NOT_NEG,NOT_INT,NOT_LPSM,658000,SB,PR,HOME,10500,EXP,840,CIB,25-34,TO_INST,93.69,NORTH,0,36
146400,CF,UNKNOWN,PRE,L1,NOPC,B/C,126500,3.5,0.8914,126500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,2820,CIB,858,EXP,45-54,TO_INST,30.26,NORTH,0,51
90636,CF,MALE,NOPRE,L1,NOPC,NOB/C,296500,3.99,0.3904,296500,360,NOT_NEG,NOT_INT,NOT_LPSM,378000,SB,PR,HOME,3120,CIB,725,CIB,35-44,TO_INST,78.44,NORTH,1,49
44308,CF,MALE,PRE,L1,NOPC,NOB/C,366500,3.75,0.2601,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,588000,SB,PR,HOME,7440,CRIF,750,CIB,45-54,TO_INST,62.33,SOUTH,0,22
142721,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,396500,3.375,-0.1925,396500,360,NOT_NEG,NOT_INT,NOT_LPSM,798000,SB,PR,HOME,7800,CRIF,671,EXP,65-74,NOT_INST,49.69,NORTH,0,26
41843,NCF,UNKNOWN,NOPRE,L1,NOPC,B/C,156500,3.375,0.2297,156500,360,NOT_NEG,NOT_INT,NOT_LPSM,218000,SB,PR,HOME,1500,CRIF,569,CIB,65-74,TO_INST,71.79,SOUTH,0,46
128769,CF,MALE,NOPRE,L2,NOPC,NOB/C,156500,4.75,1.3402,156500,360,NOT_NEG,NOT_INT,NOT_LPSM,168000,SB,PR,HOME,4200,CRIF,761,CIB,55-64,TO_INST,93.15,NORTH,0,23
44913,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,206500,3.375,0.2935,206500,180,NOT_NEG,NOT_INT,NOT_LPSM,268000,SB,PR,HOME,7860,EXP,719,EXP,65-74,TO_INST,77.05,NORTH,0,11
130086,CF,FEMALE,NOPRE,L2,NOPC,NOB/C,316500,4.75,0.7265,316500,360,NOT_NEG,NOT_INT,NOT_LPSM,428000,SB,PR,HOME,7200,EXP,867,CIB,45-54,TO_INST,73.95,SOUTH,0,31
82835,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,246500,3.5,0.5731,246500,180,NOT_NEG,NOT_INT,NOT_LPSM,588000,SB,PR,HOME,4860,CIB,754,CIB,55-64,NOT_INST,41.92,SOUTH,0,38
148840,CF,MALE,NOPRE,L1,NOPC,B/C,386500,3.99,0.3904,386500,360,NOT_NEG,NOT_INT,NOT_LPSM,388000,SB,PR,HOME,6720,CRIF,587,CIB,25-34,NOT_INST,99.61,NORTH,1,56
60302,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,196500,3.99,0.3904,196500,240,NEG_AMM,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,7020,EQUI,707,EXP,55-64,TO_INST,75.15,SOUTH,1,39
51734,CF,MALE,NOPRE,L1,NOPC,NOB/C,136500,5.125,0.8273,136500,324,NOT_NEG,NOT_INT,NOT_LPSM,188000,SB,PR,HOME,3000,CIB,823,CIB,35-44,TO_INST,72.61,CENTRAL,0,44
